INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,LOC_OF_OCCUR_DESC,PRECINCT,JURISDICTION_CODE,LOC_CLASSFCTN_DESC,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
300052774,01/25/2025,12:42:00,BRONX,OUTSIDE,46,0,STREET,(null),N,25-44,M,BLACK HISPANIC,25-44,M,BLACK,1009028,247972,40.847276,-73.910442,POINT (-73.910442 40.847276)
301018725,02/12/2025,21:11:00,BROOKLYN,OUTSIDE,79,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,(null),(null),(null),25-44,M,WHITE HISPANIC,999258,193584,40.698016,-73.945876,POINT (-73.945876 40.698016)
302312793,03/08/2025,02:40:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),Y,45-64,M,BLACK,45-64,M,BLACK,1008966,186494,40.678533,-73.910891,POINT (-73.910891 40.678533)
299470064,01/15/2025,01:00:00,MANHATTAN,OUTSIDE,34,0,STREET,(null),N,45-64,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1003614,255446,40.86779354261407,-73.92998844410148,POINT (-73.92998844410148 40.86779354261407)
298756519,01/01/2025,23:18:00,QUEENS,OUTSIDE,103,0,COMMERCIAL,BAR/NIGHT CLUB,N,(null),(null),(null),<18,M,BLACK,1036944,194475,40.700318,-73.809959,POINT (-73.809959 40.700318)
303861625,03/29/2025,21:38:00,BRONX,OUTSIDE,40,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),<18,F,BLACK,1004934,235728,40.81368,-73.925276,POINT (-73.925276 40.81368)
301250437,02/17/2025,19:42:00,BRONX,OUTSIDE,42,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK HISPANIC,1015121,242643,40.832631,-73.888444,POINT (-73.888444 40.832631)
299070750,01/07/2025,18:33:00,BRONX,OUTSIDE,40,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1006184,233270,40.806931,-73.920768,POINT (-73.920768 40.806931)
300295604,01/30/2025,16:45:00,BROOKLYN,OUTSIDE,77,0,STREET,(null),N,<18,M,BLACK,<18,M,BLACK,1001187,184894,40.674162,-73.938939,POINT (-73.938939 40.674162)
298756517,01/01/2025,05:15:00,BRONX,OUTSIDE,44,0,STREET,(null),Y,45-64,M,BLACK,45-64,M,BLACK,1009255,244278,40.8371265397571,-73.90963478047829,POINT (-73.90963478047829 40.8371265397571)
299453928,01/14/2025,19:06:00,BROOKLYN,OUTSIDE,81,0,STREET,(null),N,(null),(null),(null),25-44,F,BLACK,1003654,187147,40.68034,-73.930039,POINT (-73.930039 40.68034)
303898920,03/30/2025,22:50:00,BROOKLYN,INSIDE,75,0,DWELLING,MULTI DWELL - APT BUILD,N,(null),(null),(null),45-64,M,BLACK,1017036,183890,0,0,POINT (0 0)
299948481,01/23/2025,22:10:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1014109,180072,40.660892,-73.892377,POINT (-73.892377 40.660892)
303132108,03/18/2025,23:00:00,BROOKLYN,OUTSIDE,70,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,994512,177707,40.654446,-73.963015,POINT (-73.963015 40.654446)
302842116,03/14/2025,15:50:00,BROOKLYN,OUTSIDE,76,1,TRANSIT,(null),N,18-24,M,BLACK,25-44,M,BLACK,985022,184993,40.67445,-73.997217,POINT (-73.997217 40.67445)
303898919,03/30/2025,16:10:00,BRONX,OUTSIDE,47,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,1023510,258943,40.877335,-73.858031,POINT (-73.858031 40.877335)
298909834,01/04/2025,22:35:00,BRONX,OUTSIDE,47,0,STREET,(null),N,45-64,M,BLACK,25-44,M,AMERICAN INDIAN/ALASKAN NATIVE,1023206,263661,40.890286,-73.859106,POINT (-73.859106 40.890286)
299382241,01/13/2025,21:15:00,MANHATTAN,OUTSIDE,30,0,STREET,(null),N,<18,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,997512,239558,40.824207,-73.95208,POINT (-73.95208 40.824207)
300044046,01/26/2025,04:18:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,<18,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1018471,187914,40.68239109752905,-73.87661615409512,POINT (-73.87661615409512 40.68239109752905)
302317359,03/09/2025,14:00:00,QUEENS,OUTSIDE,110,0,STREET,(null),N,18-24,M,WHITE HISPANIC,18-24,M,BLACK,1022047,207921,40.737301,-73.863612,POINT (-73.863612 40.737301)
303829752,03/28/2025,23:55:00,BRONX,OUTSIDE,44,0,STREET,(null),Y,25-44,M,UNKNOWN,25-44,M,WHITE HISPANIC,1004129,243241,40.834302,-73.928161,POINT (-73.928161 40.834302)
303515770,03/23/2025,14:25:00,BROOKLYN,OUTSIDE,69,0,STREET,RESTAURANT/DINER,N,18-24,M,BLACK,18-24,M,BLACK,1013227,171910,40.638492,-73.895592,POINT (-73.895592 40.638492)
303861626,03/30/2025,02:45:00,BRONX,OUTSIDE,43,0,STREET,(null),N,(null),(null),(null),25-44,F,BLACK HISPANIC,1021853,242624,40.832551,-73.864117,POINT (-73.864117 40.832551)
300189409,01/28/2025,17:50:00,BROOKLYN,OUTSIDE,71,0,STREET,(null),Y,(null),(null),(null),18-24,M,BLACK,999019,180685,40.662613,-73.946765,POINT (-73.946765 40.662613)
298909832,01/04/2025,14:56:00,BRONX,OUTSIDE,48,0,STREET,(null),N,25-44,M,BLACK,25-44,F,BLACK,1016521,248056,40.847483,-73.883357,POINT (-73.883357 40.847483)
300802097,02/08/2025,21:12:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,45-64,M,BLACK,45-64,M,BLACK,1017036,183890,,,
301942915,03/02/2025,20:38:00,MANHATTAN,OUTSIDE,23,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK,1000086,229653,40.797017,-73.942803,POINT (-73.942803 40.797017)
301860130,02/28/2025,19:12:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),N,<18,M,BLACK,25-44,M,BLACK,1001469,241128,40.82849931186048,-73.93778057105277,POINT (-73.93778057105277 40.82849931186048)
298949942,01/03/2025,17:30:00,BRONX,OUTSIDE,44,0,STREET,(null),N,25-44,M,BLACK HISPANIC,<18,M,WHITE HISPANIC,1007076,246675,40.843722,-73.917502,POINT (-73.917502 40.843722)
302312792,03/07/2025,18:15:00,BROOKLYN,OUTSIDE,79,0,STREET,(null),Y,(null),(null),(null),18-24,M,BLACK,998617,186863,40.679569,-73.948203,POINT (-73.948203 40.679569)
299633735,01/17/2025,10:30:00,QUEENS,OUTSIDE,113,0,DWELLING,PVT HOUSE,N,45-64,M,BLACK,25-44,M,BLACK,1048550,187251,40.680413,-73.768172,POINT (-73.768172 40.680413)
301878453,02/28/2025,22:23:00,BRONX,INSIDE,42,0,DWELLING,MULTI DWELL - APT BUILD,N,18-24,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,1012019,245445,40.840331,-73.899641,POINT (-73.899641 40.840331)
298949944,01/05/2025,19:43:00,MANHATTAN,OUTSIDE,24,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,991875,227527,40.791193,-73.972463,POINT (-73.972463 40.791193)
301321141,02/14/2025,22:00:00,STATEN ISLAND,OUTSIDE,120,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,955760,164018,40.616831,-74.102618,POINT (-74.102618 40.616831)
303476410,03/22/2025,20:13:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,(null),(null),(null),25-44,M,WHITE HISPANIC,1009059,180294,40.661517,-73.910579,POINT (-73.910579 40.661517)
300318398,01/30/2025,17:58:00,QUEENS,OUTSIDE,114,0,STREET,(null),N,25-44,M,BLACK HISPANIC,25-44,M,BLACK,1009645,213978,40.75397,-73.90834,POINT (-73.90834 40.75397)
303772633,03/27/2025,11:15:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),N,25-44,M,BLACK,25-44,M,WHITE,1000482,230365,40.79897,-73.941374,POINT (-73.941374 40.79897)
301313414,02/18/2025,15:42:00,BRONX,OUTSIDE,40,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1006343,234269,40.809673,-73.920192,POINT (-73.920192 40.809673)
300827432,02/08/2025,01:58:00,BRONX,OUTSIDE,49,0,DWELLING,MULTI DWELL - APT BUILD,Y,45-64,M,BLACK,45-64,M,BLACK,1023484,247656,40.846355,-73.858191,POINT (-73.858191 40.846355)
299313254,01/12/2025,12:53:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),Y,(null),(null),(null),25-44,M,BLACK,1003536,177105,40.652778,-73.930494,POINT (-73.930494 40.652778)
299956934,01/23/2025,23:43:00,BRONX,OUTSIDE,43,0,STREET,(null),N,18-24,M,WHITE HISPANIC,<18,M,WHITE HISPANIC,1016692,240037,40.825473,-73.882778,POINT (-73.882778 40.825473)
303829750,03/28/2025,23:50:00,MANHATTAN,OUTSIDE,32,2,HOUSING,MULTI DWELL - APT BUILD,N,(null),(null),(null),25-44,M,BLACK,999874,238251,40.820614,-73.94355,POINT (-73.94355 40.820614)
301377739,02/19/2025,17:48:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK HISPANIC,1007784,240375,40.826428,-73.914965,POINT (-73.914965 40.826428)
298756519,01/01/2025,23:18:00,QUEENS,OUTSIDE,103,0,COMMERCIAL,BAR/NIGHT CLUB,N,(null),(null),(null),18-24,M,BLACK,1036944,194475,40.700318,-73.809959,POINT (-73.809959 40.700318)
303275049,03/20/2025,00:59:00,MANHATTAN,OUTSIDE,34,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,1006609,255632,40.868306,-73.919159,POINT (-73.919159 40.868306)
301313415,02/18/2025,18:50:00,BRONX,OUTSIDE,42,0,STREET,(null),N,<18,M,BLACK,25-44,M,BLACK HISPANIC,1012541,242362,40.831867,-73.897769,POINT (-73.897769 40.831867)
303630517,03/25/2025,14:22:00,BROOKLYN,INSIDE,83,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),<18,M,BLACK,1006631,192819,40.695902,-73.919289,POINT (-73.919289 40.695902)
300412112,02/01/2025,21:15:00,BRONX,OUTSIDE,47,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,BLACK,25-44,F,BLACK,1030929,260796,40.882385,-73.831191,POINT (-73.831191 40.882385)
302377353,03/10/2025,17:25:00,BROOKLYN,INSIDE,77,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,<18,M,BLACK,18-24,M,BLACK,1005432,185232,40.675081,-73.923638,POINT (-73.923638 40.675081)
298909834,01/04/2025,22:35:00,BRONX,OUTSIDE,47,0,STREET,(null),N,45-64,M,BLACK,25-44,M,BLACK,1023206,263661,40.890286,-73.859106,POINT (-73.859106 40.890286)
302333819,03/09/2025,19:50:00,BROOKLYN,OUTSIDE,83,0,STREET,(null),N,(null),(null),(null),25-44,M,WHITE HISPANIC,1010673,191059,40.691058,-73.90472,POINT (-73.90472 40.691058)
302206261,03/06/2025,22:56:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,45-64,M,BLACK,25-44,M,BLACK,1008226,186458,40.67842838928213,-73.91355966186958,POINT (-73.91355966186958 40.67842838928213)
